ligand_number,enumeration,conformer_number,name,score,smiles,lowest_conformer
561,0,0,561:0:0,-7.67856,[H]c1c(Cl)c([H])c2nc(SC([H])([H])C(=O)N([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])sc2c1[H],True
562,0,0,562:0:0,-6.92889,[H]c1sc2c(=O)[n-]c3c(C(=O)N([H])c4c([H])c([H])c([H])c([H])c4[H])sc(=S)n3c2c1[H],True
563,0,0,563:0:0,-4.90044,[H]c1c([H])c([H])c(N([H])C([O-])=C2C(C([H])([H])[H])=Nc3nc(SC([H])([H])[H])nn3C2([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],True
564,0,0,564:0:0,-6.14211,[H]c1c([H])c(-c2nc(N([H])c3c([H])c([H])c(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3[H])n([H])n2)c([H])c([H])c1Cl,True
566,0,0,566:0:0,-7.63529,[H]c1c(N([H])C(=O)N([H])C(=O)C([H])(Sc2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])C([H])([H])[H])noc1C([H])([H])[H],True
567,0,0,567:0:0,-7.76772,[H]c1sc2c([H])c([H])c([H])c([H])c2c1C(=O)N([H])c1c([H])c([H])c2c(c(C(=O)OC([H])([H])[H])nn2[H])c1[H],True
568,0,0,568:0:0,-7.73489,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])c2nc3sc4c(c3c(=O)n2[H])C([H])([H])C([H])([H])C4([H])[H])c([H])c([H])c1F,True
570,1,0,570:1:0,-7.07823,[H]C(C(=O)N([H])N([H])c1c(F)c(F)nc(F)c1F)=C([H])c1nc(C([H])([H])[H])sc1[H],True
571,0,0,571:0:0,-8.02781,[H]c1c(OC([H])([H])C(=O)N([H])c2c([H])c([H])c3c(c2[H])c([H])c([H])n3[H])c([H])c2oc(=O)c([H])c([H])c2c1[H],True
573,0,0,573:0:0,-7.98226,[H]c1nc(N([H])C([H])([H])C(=O)N([H])c2c([H])c([H])c(F)c(F)c2[H])c2c([H])c([H])sc2n1,True
574,0,0,574:0:0,-5.98311,[H]Oc1c([H])c([H])c([H])c([H])c1N([H])C(=O)C([H])([H])C([H])([H])c1c(C([H])([H])[H])nc2c(c(C([H])([H])[H])nn2C([H])([H])[H])c1C([H])([H])[H],True
575,0,0,575:0:0,-7.94079,[H]c1sc(N([H])C(=O)N([H])C([H])([H])C2([H])OC(=O)N(c3c([H])c([H])c(F)c([H])c3[H])C2([H])[H])c([H])c1[H],True
576,0,0,576:0:0,-7.53578,[H]N([H])c1nc(SC([H])([H])C(=O)N2C([H])([H])C([H])([H])C2([H])[H])nc2sc3c(c12)C([H])([H])C([H])([H])C([H])([H])C3([H])[H],True
577,0,0,577:0:0,-6.93392,[H]c1oc2c([H])c([H])c(Cl)c([H])c2c(=O)c1C([H])([H])N([H])c1c([H])c([H])c2c(c([H])nn2[H])c1[H],True
578,0,0,578:0:0,-8.4136,[H]N([H])C(=O)C([H])([H])Sc1nc(C([H])([H])C([H])([H])[H])nc2sc3c(c12)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])OC3([H])[H],True
579,0,0,579:0:0,-7.65838,[H]c1c([H])c(Cl)c([H])c(N([H])N([H])C(=O)C([H])([H])n2c(=O)n(C([H])([H])[H])c3c([H])c([H])c([H])c([H])c32)c1[H],True
580,0,0,580:0:0,-4.74077,[H]c1sc(N([H])C(=O)C([H])([H])[H])nc1C([H])([H])C(=O)N([H])C1([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],True
581,3,0,581:3:0,-8.83322,[H][N-]C(=O)C(C#N)=c1sc(=C([H])c2sc(C([H])([H])[H])c([H])c2[H])c(=O)n1C([H])([H])C([H])=C([H])[H],True
582,0,0,582:0:0,-8.57938,[H]c1c(Oc2c([H])c([H])c([H])c([H])c2F)nc(C([H])([H])[H])nc1-n1nc(C([H])([H])[H])c(C#N)c1N([H])[H],True
583,0,0,583:0:0,-7.78515,[H]c1sc(C(=O)N([H])c2c([H])c([H])c([H])c([H])c2N([H])C(=O)C2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],True
584,0,0,584:0:0,-7.32741,[H]c1c([H])c([H])c2sc(C([H])([H])N([H])C(=O)c3c(C([H])([H])[H])c4c(n3[H])C([H])([H])C([H])([H])C([H])([H])C4=O)nc2c1[H],True
585,0,0,585:0:0,-6.96847,[H]c1c([H])c([H])c(C(=O)N([H])C([H])([H])c2c([H])c([H])c3c4c(c([H])c([H])c([H])c24)C(=O)N3[H])c(OC([H])([H])[H])c1[H],True
586,0,0,586:0:0,-6.96734,[H]C([H])=C([N-]N([H])C(=O)C1([H])Oc2c([H])c([H])c([H])c([H])c2OC1([H])[H])c1oc2c([H])c([H])c([H])c([H])c2c1[H],True
587,0,0,587:0:0,-7.56927,[H]c1c([H])c([H])c(-n2nnnc2C2(N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],True
588,0,0,588:0:0,-6.74157,[H]C#CC([H])([H])N([H])C(=O)C([H])([H])Sc1nc2sc3c(c2c(=O)n1[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H],True
589,0,0,589:0:0,-6.60115,[H]c1oc(-c2nnc(N([H])C(=O)N([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])s2)c([H])c1[H],True
590,0,0,590:0:0,-9.54866,[H]Oc1c([H])c(OC([H])([H])[H])c([H])c([H])c1-c1c(-c2c([H])c([H])c3c(c2[H])OC([H])([H])C([H])([H])O3)c(C([H])([H])[H])nn1[H],True
591,0,0,591:0:0,-7.14063,[H]c1nc([H])n(-c2c([H])c([H])c([H])c([H])c2N([H])C(=O)c2nn([H])c(-c3c([H])c([H])c([H])c([H])c3[H])c2[H])n1,True
592,0,0,592:0:0,-6.95238,[H]c1c(Cl)c(N([H])C([H])([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[H])c([H])c2c1OC([H])([H])C([H])([H])O2,True
593,0,0,593:0:0,-8.40605,[H]c1c([H])c([H])c2c(c1[H])N([H])C1=NC(=O)C([H])([H])C([H])(C(=O)N([H])c3c([H])c([H])c(F)c([H])c3[H])N12,True
594,0,0,594:0:0,-8.93906,[H]c1sc(-c2nc3onc(C([H])([H])[H])c3c(C(=O)N([H])c3nn([H])c(C([H])([H])[H])c3[H])c2[H])c([H])c1[H],True
595,0,0,595:0:0,-8.84572,[H]Oc1c([H])c([H])c(-c2c([H])sc(N([H])C([H])([H])[H])[n+]2N=C([H])c2oc(C([H])([H])[H])c([H])c2[H])c([H])c1O[H],True
596,0,0,596:0:0,-7.65286,[H]c1nc(SC([H])(C(=O)N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])[H])c2nc([H])n([H])c2n1,True
597,0,0,597:0:0,-6.04323,[H]c1c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c([H])c1N([H])C(=O)c1nn([H])c2c([H])c([H])c([H])c([H])c12,True
598,0,0,598:0:0,-7.32465,[H]c1c([H])c([H])c2c(N([H])C(=O)C([H])([H])Sc3nc(=O)n([H])c([H])c3C([H])([H])[H])c([H])c([H])c([H])c2c1[H],True
599,1,0,599:1:0,-8.47274,[H]OC([H])([H])c1c([H])nc(C([H])([H])[H])c([O-])c1C([H])=Nc1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1C([H])([H])[H],True
600,0,0,600:0:0,-6.81426,[H]Oc1c([H])c([H])c(N([H])C(=O)C([H])(n2c([H])nc3sc(C([H])([H])C([H])([H])[H])c([H])c3c2=O)C([H])([H])[H])c([H])c1[H],True
601,0,0,601:0:0,-5.81816,[H]c1c([H])c(OC([H])([H])[H])c([H])c(N([H])C(=O)N([H])c2nc3c(s2)C(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C3([H])[H])c1[H],True
602,0,0,602:0:0,-9.21328,[H]Oc1c([H])c([H])c([H])c([H])c1C1([H])C2=C([O-])C([H])([H])C([H])([H])C([H])=C2N([H])c2nc(SC([H])([H])C([H])([H])[H])nn21,True
603,0,0,603:0:0,-7.25776,[H]Oc1c([H])c2c(C([H])([H])Sc3nc4c([H])c([H])c([H])c([H])c4n3C([H])([H])[H])c([H])c([O-])oc-2c([H])c1=O,True
604,0,0,604:0:0,-8.13834,[H]Oc1c([H])c([H])c([H])c2c(N([H])C(=O)C([H])([H])N3c4c([H])c([H])c([H])c([H])c4OC(=O)C3([H])[H])c([H])c([H])c([H])c12,True
605,0,0,605:0:0,-8.1656,[H]Oc1c([H])c([H])c([H])c(N2C(=O)C([H])([H])C([H])(N([H])c3c([H])c([H])c([H])c(Cl)c3Cl)C2=O)c1[H],True
606,0,0,606:0:0,-7.06893,[H]c1c(N([H])C(=O)N([H])C(=O)C([H])([H])N2c3c(F)c([H])c(C([H])([H])[H])c([H])c3C([H])([H])C([H])([H])C2([H])[H])noc1C([H])([H])[H],True
607,0,0,607:0:0,-8.41487,[H]c1nc(N([H])C(=O)C([H])([H])Sc2nc3sc(C([H])([H])[H])c(C([H])([H])[H])c3c(=O)n2[H])sc1[H],True
610,0,0,610:0:0,-7.26536,[H]c1c([H])c(N([H])C(=O)C([H])([H])C2([H])C(=O)N([H])c3nc(C([H])([H])C([H])([H])[H])nn32)c([H])c(Cl)c1Cl,True
612,0,0,612:0:0,-6.97967,[H]c1c(Cl)nc(C(=O)N([H])c2c([H])c([H])c3c(c2[H])N([H])C(=O)C([H])(C([H])([H])[H])O3)c(Cl)c1[H],True
613,0,0,613:0:0,-7.41309,[H]c1c(C([H])([H])[H])c(S(=O)(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2c1c1c(n2[H])C([H])([H])C([H])([H])C([H])([H])C1=O,True
615,0,0,615:0:0,-6.29753,[H]c1c(C([H])([H])C([H])([H])C([H])([H])[H])nn([H])c1C(=O)N([H])n1c([H])nc2sc3c(c2c1=O)C([H])([H])C([H])([H])C([H])([H])C3([H])[H],True
616,1,0,616:1:0,-5.79848,[H]C(=NN([H])c1nc(C([H])([H])[H])c([H])c(C([H])([H])[H])n1)c1c([H])c(Br)c([H])c(OC([H])([H])[H])c1[O-],True
617,0,0,617:0:0,-7.93228,[H]c1c([H])c(C([H])([H])N([H])C(=O)C([H])([H])c2nc3sc(C([H])([H])[H])c(C([H])([H])[H])c3c(=O)n2[H])n(C([H])([H])[H])c1C([H])([H])[H],True
618,0,0,618:0:0,-6.06576,[H]c1nc(OC([H])([H])C([H])([H])[H])c(N([H])C(=O)c2c(C([H])([H])[H])c3c(n2[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C3=O)c([H])c1[H],True
619,0,0,619:0:0,-8.02147,[H]C(=C1C(=O)N([H])C(=O)c2c([H])c([H])c([H])c([H])c21)N([H])c1c([H])c(C([H])([H])[H])c(Cl)c([H])c1OC([H])([H])[H],True
620,0,0,620:0:0,-6.99651,[H]c1nc(SC([H])([H])C(=O)N([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2c(C([H])([H])[H])c(C([H])([H])[H])sc2n1,True
621,0,0,621:0:0,-9.26316,[H]c1sc(N([H])C(=O)C([H])(n2c(=O)oc3c([H])c([H])c([H])c([H])c32)C([H])([H])[H])nc1-c1c([H])c([H])c([H])n1[H],True
622,0,0,622:0:0,-9.16452,[H]Oc1c(OC([H])([H])[H])c([H])c(C2([H])N([H])c3c([H])c([H])c([H])c([H])c3C(=O)N2C2([H])C([H])([H])C2([H])[H])c([H])c1OC([H])([H])[H],True
623,0,0,623:0:0,-7.19646,[H]c1c([H])c2c(c([H])c1N([H])C(=O)c1c([H])c([H])c3c(c1[H])n([H])c(=O)c(=O)n3C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H],True
625,0,0,625:0:0,-6.13059,[H]c1nc(C([H])([H])[H])nc2c1C([H])([H])C([H])(N([H])C(=O)c1c([H])c([H])c(C(F)(F)F)[n-]c1=O)C([H])([H])C2([H])[H],True
626,0,0,626:0:0,-7.31284,[H]c1c([H])c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c(N([H])C(=O)c2sc3c([H])c([H])c([H])c([H])c3c2[H])c1[H],True
627,0,0,627:0:0,-8.43987,[H]N([H])c1c(C#N)sc2nc(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c3c(c12)C([H])([H])C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])OC3([H])[H],True
628,0,0,628:0:0,-7.13083,[H]C1=C([H])C2([H])c3c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c([H])c3N([H])C([H])(c3c([H])c([H])c([N+](=O)[O-])c([H])c3[H])C2([H])C1([H])[H],True
630,0,0,630:0:0,-7.31124,[H]C([H])([H])N(c1nc2nonc2nc1N1C([H])([H])C([H])([H])SC([H])([H])C1([H])[H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],True
631,0,0,631:0:0,-4.36795,[H]C([H])(N1C([H])([H])C([H])([H])N(C2([H])C([H])([H])C([H])([H])S(=O)(=O)C2([H])[H])C([H])([H])C1([H])[H])n1nnn(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1=S,True
632,0,0,632:0:0,-8.24736,[H]C([H])(OC(=O)C1([H])OC([H])([H])C([H])([H])C1([H])[H])c1nc2sc3c(c2c(=O)n1C([H])([H])C#N)C([H])([H])C([H])([H])C([H])([H])C3([H])[H],True
635,0,0,635:0:0,-8.83965,[H]c1nn(C([H])([H])[H])c(C(=O)N=c2sc3c([H])c(SC([H])([H])[H])c([H])c([H])c3n2C([H])([H])C(=O)OC([H])([H])[H])c1[H],True
636,0,0,636:0:0,-7.00819,[H]c1nc(C(=O)C2([H])C([H])([H])N(C(=O)c3nnn(C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c3[H])C([H])([H])C([H])([H])C2([H])[H])n(C([H])([H])[H])c1[H],True
638,0,0,638:0:0,-7.78086,[H]c1c(C([H])([H])[H])nc2sc(C([H])([H])Sc3nnnn3C([H])([H])C3([H])OC([H])([H])C([H])([H])C3([H])[H])nn2c1=O,True
640,0,0,640:0:0,-8.42741,[H]c1sc2nc(Cl)c(C([H])([H])N(C(=O)c3nn(C([H])([H])C([H])([H])C([H])([H])[H])c(=O)c([H])c3[H])C([H])([H])[H])n2c1[H],True
641,0,0,641:0:0,-7.35086,[H]c1c(Sc2nnc(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])o2)nn2c(C(F)(F)F)nnc2c1[H],True
642,0,0,642:0:0,-8.49489,[H]c1nc(N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])C(=O)c3sc(Cl)c([H])c3[H])C([H])([H])C2([H])[H])nc([H])c1[H],True
643,0,0,643:0:0,-6.80414,[H]c1nc2c([H])c([H])c(C([H])([H])[H])c([H])n2c(=O)c1C(=O)OC([H])(c1nnc(-c2c([H])c([H])c([H])c([H])c2[H])o1)C([H])([H])[H],True
644,0,0,644:0:0,-4.91887,[H]c1c([H])c([H])c2c(N(C(=O)C([H])([H])n3c(=O)c(C#N)c([H])n(C([H])([H])C([H])([H])[H])c3=O)C([H])([H])C([H])([H])[H])c([H])c([H])c([H])c2c1[H],True
645,0,0,645:0:0,-5.50646,[H]C([H])(C#N)Sc1nn2c(C3([H])N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])nnc2s1,True
646,0,0,646:0:0,-7.35275,[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])N(S(=O)(=O)C([H])([H])C([H])([H])n3nnc4c([H])c([H])c([H])c([H])c43)C([H])([H])C2([H])[H])c([H])c1[H],True
647,0,0,647:0:0,-6.35744,[H]c1c(C([H])([H])[H])nc2nc(SC([H])(C(=O)N3C([H])([H])C([H])([H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])C3([H])[H])C([H])([H])[H])nn2c1C([H])([H])[H],True
648,0,0,648:0:0,-6.3835,[H]C([H])=C([H])C([H])([H])N(C(=O)C1([H])N(S(=O)(=O)C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H])c1nc2c(s1)C([H])([H])C([H])([H])C([H])([H])C2([H])[H],True
649,0,0,649:0:0,-6.88916,[H]c1sc(-c2nc(C([H])([H])OC(=O)c3c(C([H])([H])[H])oc4nc([H])n(C([H])([H])[H])c(=O)c34)no2)c([H])c1[H],True
650,0,0,650:0:0,-6.7106,[H]C(C(=O)OC([H])([H])C(=O)N1C([H])([H])C([H])(C([H])([H])[H])OC([H])(C([H])([H])[H])C1([H])[H])=C([H])c1c(Cl)nc2c([H])c([H])c([H])c([H])n12,True
651,0,0,651:0:0,-5.86821,[H]c1sc(-c2c([H])sc([H])c2[H])nc1C(=O)N(C([H])([H])C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])S(=O)(=O)C1([H])[H],True
654,0,0,654:0:0,-7.5149,[H]C(=C(C#N)C(=O)OC([H])([H])c1nc2sc([H])c([H])n2c(=O)c1[H])c1c([H])c(C#N)n(C([H])([H])[H])c1C([H])([H])[H],True
655,0,0,655:0:0,-6.9978,[H]c1c([H])c([H])c(N([H])S(=O)(=O)c2c([H])c3c4c(c2[H])C([H])([H])C([H])([H])N4C(=O)C([H])([H])C3([H])[H])c(OC([H])([H])C([H])([H])[H])c1[H],True
656,0,0,656:0:0,-8.57802,[H]C([H])=C(C([H])([H])[H])C([H])([H])n1c(=O)n(C([H])([H])C(=O)OC([H])([H])[H])c(=O)c2c3c(sc21)C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C3([H])[H],True
657,0,0,657:0:0,-6.01261,[H]c1c([H])c([H])c(-n2nc(C(=O)N3C([H])([H])C([H])([H])SC([H])([H])C3([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c([H])c2=O)c([H])c1[H],True
658,0,0,658:0:0,-7.51021,[H]c1c([H])c([H])c2c(nc(SC([H])([H])C(=O)N3C([H])([H])C([H])([H])C([H])(C(=O)[O-])C([H])([H])C3([H])[H])n2C([H])(F)F)c1[H],True
659,0,0,659:0:0,-7.42249,[H]c1c(Cl)c([H])n2c(SC([H])([H])C(=O)N([H])C(C#N)(C([H])([H])[H])C3([H])C([H])([H])C3([H])[H])nnc2c1Cl,True
661,0,0,661:0:0,-7.8853,[H]c1sc2c(c1C(=O)N1C([H])([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],True
662,0,0,662:0:0,-8.1217,[H]C([H])([H])C1([H])N(c2nc(F)c(Cl)c(F)c2Cl)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],True
663,0,0,663:0:0,-6.73223,[H]c1c([H])c([H])c2nn(C3(C4([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc2c1[H],True
665,0,0,665:0:0,-7.99233,[H]C([H])([H])C([H])([H])C1([H])Sc2sc(=O)sc2SC([H])(C([H])([H])C([H])([H])[H])C1=O,True
666,0,0,666:0:0,-8.83816,[H]c1c([H])c([H])c(N=C2SC([H])([H])C([H])([H])C([H])([H])N2c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])c([H])c1[H],True
667,1,0,667:1:0,-8.24096,[H]C(=Nn1c([H])nc2sc(C([H])([H])[H])c(C([H])([H])[H])c2c1=O)c1sc([H])c([H])c1C([H])([H])[H],True
668,0,0,668:0:0,-8.01613,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])Oc2c([H])c(OC3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(OC([H])([H])[H])c(C([H])([H])[H])c21,True
669,1,0,669:1:0,-7.72051,[H]C(=C(C#N)c1nc(C2([H])C([H])([H])C2([H])[H])c([H])s1)c1sc(C([H])([H])[H])c([H])c1[H],True
671,0,0,671:0:0,-6.65582,[H]C1=C2C([H])(C([H])([H])C([H])([H])C1([H])[H])C([H])(C([H])([H])C([H])([H])C([H])([H])[H])OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C21[H],True
672,0,0,672:0:0,-7.12666,[H]c1c(Cl)c(Cl)c(Cl)c(OC(=O)OC([H])([H])[H])c1Cl,True
673,0,0,673:0:0,-7.79078,[H]C(C(=O)c1sc([H])c([H])c1[H])=C([H])c1sc(Br)c([H])c1[H],True
675,0,0,675:0:0,-8.24315,[H]c1c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2c([H])c(C3([H])OC([H])([H])C([H])([H])O3)c(Cl)nc2c1[H],True
677,0,0,677:0:0,-7.49783,[H]c1c(Cl)c([H])c2c(c1C([H])([H])[H])OC([H])([H])N(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C2([H])[H],True
678,0,0,678:0:0,-8.5549,[H]c1c([H])c([H])c2c(nc([H])n2-c2nc(C([H])([H])[H])nc3sc(C([H])([H])[H])c(C([H])([H])[H])c23)c1[H],True
680,0,0,680:0:0,-8.34344,[H]c1c([H])c([H])c2c(c1[H])Sc1c([H])c([H])c(Cl)c([H])c1N2C([H])([H])C([H])([H])C#N,True
681,0,0,681:0:0,-8.13869,[H]c1nc2c(N=c3ssnc3Cl)c([H])c([H])c([H])c2c([H])c1[H],True
682,0,0,682:0:0,-8.53072,[H]C(=C1N=C(c2c([H])c([H])c([H])c([H])c2[H])OC1=O)c1c(F)c([H])c([H])c([H])c1Cl,True
683,0,0,683:0:0,-8.90349,[H]c1nc2c3c4c(sc3nc(SC([H])([H])[H])n2n1)C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C4([H])[H],True
684,0,0,684:0:0,-6.65306,[H]C1=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(Cl)(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])OC1=O,True
685,0,0,685:0:0,-8.25746,[H]c1c(C(F)(F)F)nc2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nn2c1Cl,True
686,0,0,686:0:0,-7.62354,[H]c1nc(-c2noc(-c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])n2)c([H])c([H])c1[H],True
687,0,0,687:0:0,-8.1376,[H]C([H])=C([H])C([H])([H])N1C(=O)C(=C([H])c2c([H])c([H])c3c(c2[H])C([H])([H])C([H])([H])C3([H])[H])SC1=S,True
688,0,0,688:0:0,-7.57506,[H]c1c2c(c([H])c(C(=O)C([H])([H])[H])c1C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C1=C2C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],True
689,0,0,689:0:0,-7.65387,[H]c1c([H])c(F)c([H])c(-c2nnn(-c3nc4c([H])c([H])c([H])c([H])c4s3)n2)c1[H],True
693,0,0,693:0:0,-6.08117,[H]c1c(Cl)c([H])n2c([H])c(C([H])([H])Sc3nnc(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])n3C([H])([H])C([H])([H])[H])nc2c1[H],True
694,0,0,694:0:0,-6.48596,[H]c1oc(-c2nnc(SC([H])([H])c3nn4c(=O)c([H])c(C([H])([H])[H])nc4s3)n2C([H])([H])C([H])([H])[H])c([H])c1[H],True
696,0,0,696:0:0,-7.72304,[H]c1c([H])c([H])c2c(nc3n2C([H])([H])N(C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])([H])N3C([H])([H])C2([H])OC([H])([H])C([H])([H])C2([H])[H])c1[H],True
698,0,0,698:0:0,-8.4136,[H]c1c([H])c([H])c(-n2c(SC3([H])C(=O)OC([H])([H])C3([H])[H])nnc2N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(OC([H])([H])[H])c1[H],True
699,0,0,699:0:0,-7.13578,[H]c1sc2c(=O)n([H])c(C([H])([H])N(C(=O)C([H])([H])C([H])([H])n3c([H])c([H])c4c([H])c([H])c([H])c([H])c43)C([H])([H])[H])nc2c1[H],True
701,0,0,701:0:0,-8.00761,[H]c1nnc(SC([H])([H])c2nc3sc4c(c3c(=O)n2C([H])([H])C#N)C([H])([H])C([H])([H])C([H])([H])C4([H])[H])s1,True
702,0,0,702:0:0,-8.04325,[H]c1c([H])c([H])c(OC([H])([H])C([H])([H])N2c3c([H])c([H])c([H])c([H])c3OC([H])(C(=O)N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])C2([H])[H])c([H])c1[H],True
703,0,0,703:0:0,-7.94631,[H]c1nc(-c2sc([H])c([H])c2[H])c(C([H])([H])C(=O)N2C([H])([H])C([H])([H])N(c3nc([H])c([H])c([H])n3)C([H])([H])C2([H])[H])s1,True
704,0,0,704:0:0,-10.4979,[H]c1c([H])c([H])[n+]([O-])c(Oc2nc(C([H])([H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])nc3sc(C([H])([H])[H])c(C([H])([H])[H])c23)c1[H],True
706,0,0,706:0:0,-7.59345,[H]c1nc([H])c([H])c(C(=N[n+]2c(N([H])C([H])([H])[H])sc([H])c2-c2c([H])c(OC([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])C([H])([H])[H])c1[H],True
707,0,0,707:0:0,-7.33731,[H]c1c(Cl)c(-c2nc(C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C3([H])C(=O)OC([H])([H])[H])c(C([H])([H])[H])o2)c([H])c2c1OC([H])([H])O2,True
708,0,0,708:0:0,-6.26584,[H]c1sc2nc(C([H])([H])SC([H])([H])C(=O)N(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[H])c([H])c(=O)n2c1[H],True
710,0,0,710:0:0,-6.2288,[H]c1nn(-c2nnc(OC([H])([H])C([H])([H])[H])c([H])c2[H])c(C([H])([H])[H])c1C(=O)N1C([H])([H])c2c(sc([H])c2[H])C([H])([H])C1([H])[H],True
711,0,0,711:0:0,-7.05367,[H]c1oc(C([H])([H])N2C(=O)C([O-])=C(C(=O)c3sc([H])c([H])c3[H])C2([H])c2oc(C([H])([H])[H])c([H])c2[H])c([H])c1[H],True
712,0,0,712:0:0,-8.98062,[H]C1=C(C(=O)N(c2nc3c([H])c([H])c(F)c([H])c3s2)C([H])([H])c2nc([H])c([H])c([H])c2[H])OC([H])([H])C([H])([H])O1,True
714,0,0,714:0:0,-6.11047,[H]c1sc2nc(Cl)c(C([H])([H])N(C(=O)C([H])(Oc3c([H])c([H])c([H])c([H])c3C#N)C([H])([H])[H])C([H])([H])[H])n2c1[H],True
717,0,0,717:0:0,-5.84721,[H]c1nc([H])c([H])c(-c2nnc(-c3nn4c(C(F)(F)F)c([H])c(C5([H])C([H])([H])C5([H])[H])nc4c3[H])o2)c1[H],True
718,0,0,718:0:0,-6.96592,[H]c1c([H])c([H])c(-n2nnnc2C([H])([H])Sc2nnc3c([H])c([H])c(C(F)(F)F)c([H])n23)c([H])c1[H],True
720,0,0,720:0:0,-5.74261,[H]c1sc(C([H])(N([H])C(=O)c2nnn(-c3c([H])c([H])c(Br)c([H])c3[H])c2[H])C([H])([H])[H])c([H])c1[H],True
